Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle
340118,NCR,123670,Wage/Salaries,0,15138,11466,14723,5121,1539,2070,55890,2730,2896,7459,56412,0,31094,28668,4812,400,27888,19700,0,0,Male,38,Married,High School Graduate,With Job/Business,Cooks,Worked for private establishment,Single Family,3,0,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,10,6,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,1,0,0,0,0
231335,NCR,143151,Wage/Salaries,0,36539,20327,9131,8856,1155,4088,51750,1542,3172,3630,41010,24000,294,8016,2802,960,8268,7955,0,0,Male,31,Married,High School Graduate,With Job/Business,Hand packers and other manufacturing laborers,Worked for private establishment,Extended Family,6,0,2,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,37,1,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,1,0,0,1,0,0,0,2,0,0,0,1
228000,NCR,113198,Other sources of Income,0,21010,7989,14408,1140,1470,2110,52000,702,4525,4790,65202,48000,3403,7950,2082,1030,7182,6150,0,0,Male,48,Married,Engineering and Engineering Trades Programs,No Job/Business,,,Single Family,3,1,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,45,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,0,1,1,0,0,0,1,1,1,0,1
227001,NCR,99417,Wage/Salaries,0,23611,13032,2845,4740,768,910,45780,4095,6335,3360,58722,36000,3925,5886,1560,300,17610,15500,0,6078,Male,46,Married,Second Year College,With Job/Business,"Messengers, package and luggage porters and deliverers",Worked for private establishment,Single Family,5,2,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,41,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,0,1,1,0,0,0,1,0,0,0,1
110353,NCR,58548,Wage/Salaries,0,16821,11689,1655,2337,180,675,22415,0,468,2495,39894,30000,313,3480,1170,350,8922,1275,0,5968,Male,27,Married,Third Year High School,With Job/Business,"Waiters, waitresses and bartenders",Worked for private establishment,Single Family,6,2,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,215,36,0,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,0,0,1,0,0,0,1,0,0,0,0
393884,NCR,154859,Wage/Salaries,0,26993,10296,14668,7108,1090,5155,60125,4443,4887,7695,91200,60000,3835,17040,4938,600,29178,10330,0,0,Female,55,Widowed,Business and Administration Programs,With Job/Business,Other office clerks,Worked for government/government corporation,Extended Family,5,1,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,32,55,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,3,0,0,0,0
409386,NCR,135914,Other sources of Income,0,31564,17014,24783,8876,1705,3105,49050,282,0,5670,127908,60000,20300,9150,18720,33550,19860,5830,0,13806,Female,38,Married,High School Graduate,No Job/Business,,,Single Family,3,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,45,1,Not Applicable,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,1,0,1,1,1,0,1,1,1,0,0,1
538500,NCR,153001,Other sources of Income,0,16428,8450,3040,8916,2320,2314,90820,0,2172,4575,163410,120000,20791,5448,14322,530,28146,14330,0,0,Male,51,Married,Business and Administration Programs,No Job/Business,,,Extended Family,5,1,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,46,32,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,1,1,1,1,0,0,0,3,1,0,0,0
579656,NCR,196431,Enterpreneurial Activities,0,35182,30080,11820,12186,3240,9466,85530,3647,2715,4855,116100,0,7717,21252,12882,18960,19296,15800,0,543656,Male,71,Married,High School Graduate,No Job/Business,,,Extended Family,7,0,1,0,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,120,32,2,Rent house/room including lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,0,1,1,0,0,0,1,3,1,0,0,1
184590,NCR,44355,Enterpreneurial Activities,0,7768,5074,3781,5808,1640,3618,10950,702,300,3980,69390,60000,26048,1974,4158,0,17364,500,0,95890,Female,70,Widowed,Second Year College,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,160,30,1,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,1,1,0,0,0
787092,NCR,196973,Other sources of Income,0,38554,23100,26700,17576,11587,8750,66475,12670,3620,8420,300030,210000,66286,36096,21336,0,31056,3000,0,0,Male,82,Married,High School Graduate,No Job/Business,,,Extended Family,7,0,0,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,180,45,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",3,1,1,1,1,1,0,1,4,1,0,0,0
1088842,NCR,148045,Enterpreneurial Activities,0,22697,15300,23241,10036,2764,6645,58600,0,0,14450,393720,330000,4857,21282,38160,68680,21048,0,0,638842,Female,53,Widowed,Post Baccalaureate,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,2,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,320,32,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,1,1,2,1,2,2,1,2,3,1,0,0
426064,NCR,132635,Wage/Salaries,0,12647,10285,6981,5910,2795,4530,84600,3008,2715,5200,72600,48000,19582,9660,6384,0,23646,9800,0,153192,Male,69,Married,High School Graduate,No Job/Business,,,Single Family,4,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,45,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,3,1,0,0,0
161276,NCR,106670,Wage/Salaries,0,22556,13394,3708,4907,1980,3738,46950,1898,9050,910,33780,22800,5159,522,780,0,3342,1650,0,57998,Female,71,Widowed,High School Graduate,No Job/Business,,,Single Family,3,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,10,37,0,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0
840766,NCR,342822,Wage/Salaries,0,65981,44798,41008,19283,2520,10248,160510,2286,10745,14443,205956,120000,5435,44268,14202,39530,72216,10000,0,330174,Male,53,Married,First Year College,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Extended Family,15,2,6,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,120,36,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",4,4,1,1,1,1,0,0,6,4,1,0,1
260851,NCR,151825,Wage/Salaries,0,35392,21358,7066,5449,1255,2260,73955,3250,5792,3420,45192,21000,3233,23082,1518,1150,10926,3500,0,0,Male,48,Married,High School Graduate,With Job/Business,Shop salespersons and demonstrators,Worked for private establishment,Extended Family,8,1,3,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,45,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,0,0,1,0,0,0,2,0,0,0,0
633205,NCR,123393,Other sources of Income,0,19261,11403,21834,7570,2580,3615,52780,0,0,4160,151170,0,11500,30846,15096,39060,22056,5000,0,0,Female,59,Married,Business and Administration Programs,With Job/Business,Bookkeepers,Worked for private establishment,Single Family,4,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,45,1,Rent house/room including lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,1,1,1,1,0,0,1,2,1,1,0,0
419100,NCR,179379,Wage/Salaries,0,39671,28236,23140,5893,2635,5736,71205,5585,5180,7230,79878,51000,21826,10638,4812,1705,38106,5850,0,0,Female,62,Widowed,Teacher Training and Education Sciences Programs,With Job/Business,General elementary education teaching professionals,Worked for government/government corporation,Extended Family,8,0,5,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,38,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,2,0,0,0,0
222527,NCR,143286,Enterpreneurial Activities,0,37132,25206,11516,8788,1654,5488,44820,5941,0,3970,46266,15000,225,1380,1296,1320,16986,1200,0,129002,Male,53,Married,High School Graduate,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,7,1,4,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,12,75,1,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, shared with other household",1,Peddler,1,1,0,0,0,0,0,0,1,0,0,0,0
231700,NCR,65399,Other sources of Income,0,14141,6426,990,1410,3602,365,33880,450,5249,0,117498,102000,8738,1560,1038,0,7032,800,0,51500,Female,81,Widowed,Elementary Graduate,With Job/Business,General managers/managing proprietors of business services,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,12,75,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,1,0,0,0,0
1355680,NCR,330335,Other sources of Income,0,48833,33100,50988,20139,4990,8751,92050,2106,11765,14010,218100,150000,17396,40056,36942,46980,55830,24200,0,125942,Female,51,Married,Third Year College,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Extended Family,9,1,1,6,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,160,30,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,1,0,1,1,1,0,0,4,1,0,0,1
301254,NCR,113087,Wage/Salaries,0,12236,7264,8810,5588,750,2160,74988,372,0,2460,54966,10200,24578,38880,2700,0,14172,3000,0,0,Female,60,Married,Second Year College,With Job/Business,Shop salespersons and demonstrators,Worked for private establishment,Single Family,3,0,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,10,0,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,1,0,0,0,2,0,0,0,1
554508,NCR,116874,Wage/Salaries,0,30939,23736,19907,6990,1310,3800,34000,396,1638,14040,264720,195000,8898,32340,14220,18000,47310,11500,0,0,Male,41,Married,Security Services Programs,With Job/Business,Police officers,Worked for government/government corporation,Single Family,6,1,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,20,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,1,1,0,3,1,0,0,0
298644,NCR,82250,Other sources of Income,0,10662,6552,7920,5790,480,1490,48000,0,0,5150,162420,132000,14578,1170,1680,0,12774,2500,0,0,Male,63,Widowed,Third Year College,No Job/Business,,,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,26,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,2,0,0,0,0
304964,NCR,88705,Wage/Salaries,0,22102,17952,16678,5234,800,4221,29480,0,0,3339,87600,42000,13377,9930,15294,0,15600,13000,0,0,Female,60,Widowed,High School Graduate,No Job/Business,,,Single Family,4,0,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,45,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,2,0,0,0,0
963566,NCR,102427,Wage/Salaries,0,34993,25800,15365,8252,2050,5340,16000,390,0,8798,141960,90000,12471,61848,11994,850,52002,7500,0,177066,Female,50,Married,Teacher Training and Education Sciences Programs,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,5,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,50,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",5,2,1,1,1,0,0,1,5,1,0,0,0
162140,NCR,84018,Wage/Salaries,0,19321,16904,12258,7908,510,3940,30950,0,0,1450,50280,30000,9871,2760,960,200,5928,2500,0,0,Female,60,Widowed,Second Year High School,No Job/Business,,,Extended Family,6,0,2,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,39,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0
364283,NCR,178152,Other sources of Income,0,28098,25680,21216,9163,941,4790,102400,0,0,6700,64320,36000,2885,12288,4500,8120,24054,1000,0,0,Male,40,Married,Engineering and Engineering Trades Programs,With Job/Business,Other office clerks,Worked for private establishment,Single Family,5,0,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,24,10,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,3,1,0,0,1
182344,NCR,89536,Other sources of Income,0,40360,31992,11496,11570,660,3060,8250,0,3534,550,72840,48000,4179,3252,780,280,4932,1500,0,0,Male,60,Married,Grade 3,With Job/Business,Building construction laborers,Worked for private establishment,Single Family,6,0,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,30,80,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0
182454,NCR,124609,Wage/Salaries,0,19906,16964,9858,7678,860,3560,64160,768,546,1490,46680,0,1590,2340,660,750,8658,1000,0,0,Male,40,Married,High School Graduate,With Job/Business,"Helpers and cleaners in offices, hotels and other establishments",Worked for private establishment,Single Family,4,1,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,20,20,0,Rent house/room including lot,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,1,0,0,0,0
220700,NCR,90090,Wage/Salaries,0,14697,12268,12930,7759,620,4060,35250,384,0,1250,61740,39000,2832,12366,600,1000,5568,1500,0,0,Male,36,Married,High School Graduate,With Job/Business,Shop salespersons and demonstrators,Worked for private establishment,Single Family,4,1,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,60,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,2,0,0,0,0
